category,condition,description,meet_up,overview,pics,price,seller,title,url
,Like new # Like new: Used lightly only once or twice. As good as new.,"Posted,Yesterday,Brand,Kingbank",Pacific Place (太古廣場),"Like new,Meetup,Pacific Place (太古廣場)","https://media.karousell.com/media/photos/products/2023/9/19/kingbank_ddr5_32gb_16gb2_6800m_1695126313_49430f7b.jpg,https://media.karousell.com/media/photos/products/2023/9/19/kingbank_ddr5_32gb_16gb2_6800m_1695126313_49430f7b_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/19/kingbank_ddr5_32gb_16gb2_6800m_1695126313_49430f7b_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/19/kingbank_ddr5_32gb_16gb2_6800m_1695126313_434fc243_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/19/_1695153236_67ab6f13_thumbnail,https://media.karousell.com/media/photos/products/2023/6/30/braunseries_77027cs__7020s_n12_1688156864_70758719_thumbnail,https://media.karousell.com/media/photos/products/2022/4/29/_100__the_one__1651256431_fc0ea3ae_thumbnail",HK$750,/u/teacup100/,Kingbank 黑刃DDR5 32GB 16GB*2 6800MHz,https://www.carousell.com.hk/p/kingbank-%E9%BB%91%E5%88%83ddr5-32gb-16gb-2-6800mhz-1255705895/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=83
,Well used # Well used: Used but handled with care. Might have some minor flaws or defects.,"Posted,3 months ago,Brand,Asus,i7 8086k 開蓋液金
z370 hd3p版
gtx1070 asus
ssd 250 gb Samsung
塔散 cryorig H7
acbel 600w牛
正版usb win10 
adata 2x8gb ram 3600 mhz",和田邨,"Well used,Mailing · Meetup,和田邨","https://media.karousell.com/media/photos/products/2023/6/3/i78086k_gtx1070_1685793443_f0784ba0.jpg,https://media.karousell.com/media/photos/products/2023/6/3/i78086k_gtx1070_1685793443_f0784ba0_progressive.jpg,https://media.karousell.com/media/photos/products/2023/6/3/i78086k_gtx1070_1685793443_a22178e4_progressive.jpg,https://media.karousell.com/media/photos/products/2023/6/3/i78086k_gtx1070_1685793443_78a688c7_progressive.jpg,https://media.karousell.com/media/photos/products/2023/6/3/i78086k_gtx1070_1685793443_f23a2f01_progressive.jpg,https://media.karousell.com/media/photos/products/2023/6/3/asus_ac2900_router_1685792109_6e6f59ee_thumbnail.jpg","HK$2,500",/u/vivivivivi3/,I7-8086k gtx1070,https://www.carousell.com.hk/p/i7-8086k-gtx1070-1235441990/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=94
,Brand new # Brand new: Never used before. Comes with original packaging or tag.,"Bumped,an hour ago,Brand,INTEL,電腦配置及價格：
🔥AMD A10-5800K (4.2GHz 4核4緒)
1. 8GB+128GB $1375
2. 8GB +256GB $1560
3. 8GB +512GB $1750
4. 8GB +1TB $1880 ⭐️熱銷
⭐️可以以優惠價$220升上16GB
🔥Intel® Xeon® X5672 (3.6Ghz 4核8緒)
5. 8GB +256GB +RX470 8GB $2000
6. 8GB +512GB +RX470 8GB $2120
8. 8GB +1TB +RX470 8GB $2350
⭐️可以以優惠價$220升上16GB
🔥Intel® Xeon® E5-2667 (3.5Ghz 6核12緒)
9. 16GB +256GB +RX580 8GB $2260⭐️熱銷
10. 16GB +512GB +RX580 8GB $2400
11. 16GB +1TB +RX580 8GB $2660
🔥Intel® Xeon® E5-2630 v3 (3.2Ghz 8核16緒) 
12. 16GB +256GB +RX580 8GB $2580⭐️熱銷
13. 32GB +256GB +RX580 8GB $2800
14. 16GB +512GB +RX580 8GB $2780
15. 32GB +512GB +RX580 8GB $2990
16. 16GB +1TB +RX580 8GB $3000
17. 32GB +1TB +RX580 8GB $3370
🔥Intel® Xeon® E5-2696 v2 (3.8Ghz 12核24緒) 💥頂級遊戲體驗
18.32GB +512GB +RX590 8GB $3350⭐️熱銷
19.32GB +1TB +RX590 8GB $3750

🔥凡購買以上任何一款電腦，即送8件贈品，包括: HDMI線 +LAN線 +滑鼠 +鍵盤 +電源供應器 +電源線 +防毒軟件 +Adobe PDF (原本價值$850)

🔥可以優惠價$780 換購24吋 1920×1080 FHD 120hz 顯示屏幕（原價$1310)/🔥亦可以以50元折扣優惠，購買本店任何一款便攜屏幕產品
🔥購買電腦可以以$50加購電腦隔塵網

電腦規格：
⭐️頂級Nvme SSD, 讀寫速度超過3500Mb/s
⭐️ASUS RX590 8GB 高級電競顯卡，比RTX1660 Super更強
⭐️旗艦級 RAM: DDR4 3600MHz
⭐️500W功率輸出，性能強悍
⭐️RGB散熱風扇+銅管，溫度穩定
⭐️無線連接支援: Wi-fi 及 藍牙5.2
⭐️可以接上三個屏幕
⭐️System 操作系統：Windows 10 (如果需要Pro專業版需加$50，使用順豐速運即會送贈)
⭐️機身尺寸: 35×28× 20cm
⭐️裝置插槽：
     ·USB 3.1×6
     ·USB 3.0×2
     ·HDMI×1
     ·VGA×1
     ·DP×1
     ·耳機孔×2
     ·電源孔×1
     ·2.5G Lan插槽×1
⭐所有硬件均為全新貨品
⭐️兩年保養，有壞包換
⭐️專業客戶服務團隊，待客如友
⭐️客人如果在使用上有任何困難，可以隨時聯絡我們協助，安排技術人員以TeamViewer 一對一處理
⭐️電腦需時1-2日組裝🛠️，送出前會作測試，以及加上大量保護填充物，保證客人會收到完美的電腦，能夠愉快及順暢使用。

🔥電腦遊戲實測：
1.GTA 5 2K超高畫質 144hz滿頻
2.Rainbow Six 2K超高畫質 144hz滿頻
3.PUBG 2K高畫質 144hz滿頻
4.Red Dead Redemption2 2K高畫質 144hz滿頻

💥支持電子支付 / 現金付款：
Payme/Boc pay/轉數快(FPS)/銀行付款/Alipay hk/Tap & go/wechat pay hk/現金 
💥兩年保養

🚛發貨方式：
🔥郵政易寄取（包郵）
🔥順豐速運（包郵）
🔥面交( 如需面交, 需先以象徵式落訂貨品總值的5%, 以保證顧客不會爽約)。

🔥由於快遞合作關係, 使用順豐速運, 即可獲免費贈送Windows 10 Pro 及 Office 2021 Pro Plus",,"Brand new,Mailing,Hong Kong","https://media.karousell.com/media/photos/products/2023/6/22/_2023_rx580_8gbgtx_1660_super3_1687435239_a35fea66.jpg,https://media.karousell.com/media/photos/products/2023/6/22/_2023_rx580_8gbgtx_1660_super3_1687435239_a35fea66_progressive.jpg,https://media.karousell.com/media/photos/products/2023/6/22/_2023_rx580_8gbgtx_1660_super3_1687435239_28e7e439_progressive.jpg,https://media.karousell.com/media/photos/products/2023/6/22/_2023_rx580_8gbgtx_1660_super3_1687435239_0d9a37d3_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/9/_144hz__24_27_lcd__19201080_fh_1688917054_93749533_thumbnail.jpg","HK$1,375",/u/tech_area./,🔥全港最平遊戲電腦 🔥2023 全新主機，RX590 8GB顯卡，比GTX 1660 Super更強，輕鬆運行3A大作，Intel 至強系列CPU，支援 Wi-fi 及 藍牙，最高性價比電腦 RTX computer faster 高配 辦公電腦 台式機 i7 頂級性能 煲劇 遊戲 剪片 散熱強勁 電腦 RX580 RX470 打機電腦 gaming pc ⭐到手開機即用⭐大量贈品免費贈送 💥免費順豐送貨/面交💥(9月20日更新),https://www.carousell.com.hk/p/%F0%9F%94%A5%E5%85%A8%E6%B8%AF%E6%9C%80%E5%B9%B3%E9%81%8A%E6%88%B2%E9%9B%BB%E8%85%A6-%F0%9F%94%A52023-%E5%85%A8%E6%96%B0%E4%B8%BB%E6%A9%9F%EF%BC%8Crx590-8gb%E9%A1%AF%E5%8D%A1%EF%BC%8C%E6%AF%94gtx-1660-super%E6%9B%B4%E5%BC%B7%EF%BC%8C%E8%BC%95%E9%AC%86%E9%81%8B%E8%A1%8C3a%E5%A4%A7%E4%BD%9C%EF%BC%8Cintel-%E8%87%B3%E5%BC%B7%E7%B3%BB%E5%88%97cpu%EF%BC%8C%E6%94%AF%E6%8F%B4-wi-fi-%E5%8F%8A-%E8%97%8D%E7%89%99%EF%BC%8C%E6%9C%80%E9%AB%98%E6%80%A7%E5%83%B9%E6%AF%94%E9%9B%BB%E8%85%A6-rtx-computer-faster-%E9%AB%98%E9%85%8D-%E8%BE%A6%E5%85%AC%E9%9B%BB%E8%85%A6-%E5%8F%B0%E5%BC%8F%E6%A9%9F-i7-%E9%A0%82%E7%B4%9A%E6%80%A7%E8%83%BD-%E7%85%B2%E5%8A%87-%E9%81%8A%E6%88%B2-%E5%89%AA%E7%89%87-%E6%95%A3%E7%86%B1%E5%BC%B7%E5%8B%81-%E9%9B%BB%E8%85%A6-rx580-rx470-%E6%89%93%E6%A9%9F%E9%9B%BB%E8%85%A6-gaming-pc-%E2%AD%90%E5%88%B0%E6%89%8B%E9%96%8B%E6%A9%9F%E5%8D%B3%E7%94%A8%E2%AD%90%E5%A4%A7%E9%87%8F%E8%B4%88%E5%93%81%E5%85%8D%E8%B2%BB%E8%B4%88%E9%80%81-%F0%9F%92%A5%E5%85%8D%E8%B2%BB%E9%A0%86%E8%B1%90%E9%80%81%E8%B2%A8-%E9%9D%A2%E4%BA%A4%F0%9F%92%A5-9%E6%9C%8820%E6%97%A5%E6%9B%B4%E6%96%B0-1238906410/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=92
,Lightly used # 7,"Posted,1 week ago,Brand,Asrock,ASROCK H110M ITX/ac
1151 測試正常
新舊如圖
保養14天",MTR Sham Shui Po Station (港鐵深水埗站),"Lightly used,Mailing · Meetup,MTR Sham Shui Po Station (港鐵深水埗站)","https://media.karousell.com/media/photos/products/2023/9/11/h110_1694434502_39f4e549.jpg,https://media.karousell.com/media/photos/products/2023/9/11/h110_1694434502_39f4e549_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/11/h110_1694434502_2b9759a6_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/11/h110_1694434502_ca5356ff_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/11/h110_1694434502_4dbcb05c_progressive.jpg",HK$280,/u/linda8ng/,H110底板,https://www.carousell.com.hk/p/h110%E5%BA%95%E6%9D%BF-1254197215/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=76
,Brand new # Brand new: Never used before. Comes with original packaging or tag.,"Bumped,56 minutes ago,Brand,EVPAD,Ram (GB),8GB,HDD Storage (GB),32GB",Sheung Wan (上環),"Brand new,Mailing · Meetup,Sheung Wan (上環)","https://media.karousell.com/media/photos/products/2023/8/15/evpad_10s_2gb_32gb__8k__wifi___1692094767_261a9ba8,https://media.karousell.com/media/photos/products/2023/8/15/evpad_10s_2gb_32gb__8k__wifi___1692094767_261a9ba8_progressive,https://media.karousell.com/media/photos/products/2023/8/15/evpad_10s_2gb_32gb__8k__wifi___1692094767_261a9ba8_progressive,https://media.karousell.com/media/photos/products/2022/10/30/momax_1world_65w_gan__ua8_1667118438_7c0b4a72_thumbnail,https://media.karousell.com/media/photos/products/2022/10/30/verbatim_50__66618_66619_1667126724_cd49f239_thumbnail,https://media.karousell.com/media/photos/products/2022/7/25/hk_mobile_77gb__csl_hkmobile___1658737017_ee6ad249_thumbnail","HK$1,180",/u/THEFIRSTSLAMDUNK/,💥全新現貨💥EVPAD 易播10S 2GB 32GB 超高清 8K 旗艦智能 Wi-Fi 語音 包SF到你屋企,https://www.carousell.com.hk/p/%F0%9F%92%A5%E5%85%A8%E6%96%B0%E7%8F%BE%E8%B2%A8%F0%9F%92%A5evpad-%E6%98%93%E6%92%AD10s-2gb-32gb-%E8%B6%85%E9%AB%98%E6%B8%85-8k-%E6%97%97%E8%89%A6%E6%99%BA%E8%83%BD-wi-fi-%E8%AA%9E%E9%9F%B3-%E5%8C%85sf%E5%88%B0%E4%BD%A0%E5%B1%8B%E4%BC%81-1249170875/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=90
,Like new # Like new: Used lightly only once or twice. As good as new.,"Posted,12 months ago,幫你承擔二手機風險，已經幫你清塵檢查同全新無異，慳返唔少時間(搜尋二手優質零件加多次交收)，價錢優惠，一插即用, 抵到爛不議價, 有人平過我請告知

不議價，不散賣，堅決不賣水魚機，唔會好似其他二手賣家為左清壞零件，出礦咭而賣二手機

Ryzen 5 3600 CPU
Msi mortar b450 Motherboard 
Msi 5700xt GPU ～ rtx 2070
klevv 2x8gb 3600 mhz Ram
512gb ssd
thermaltake 650w PSU",,"Like new,Mailing,Hong Kong","https://media.karousell.com/media/photos/products/2022/9/24/_ryzen_5_3600_rx_5700_xt_gamin_1664044817_31975bd9.jpg,https://media.karousell.com/media/photos/products/2022/9/24/_ryzen_5_3600_rx_5700_xt_gamin_1664044817_31975bd9_progressive.jpg,https://media.karousell.com/media/photos/products/2022/9/24/_ryzen_5_3600_rx_5700_xt_gamin_1664044817_46fe41c2_progressive.jpg,https://media.karousell.com/media/photos/products/2022/9/24/_ryzen_5_3600_rx_5700_xt_gamin_1664044817_2b6bc056_progressive.jpg,https://media.karousell.com/media/photos/products/2023/9/14/sold____no_rgb_workgaming_pc_r_1694735944_d471e548_thumbnail,https://media.karousell.com/media/photos/products/2023/9/14/in_stock__mid_range_compact_ga_1694735973_fafe9c47_thumbnail,https://media.karousell.com/media/photos/products/2023/9/13/in_stock_itx_nzxt_gaming_deskt_1694621436_fbdd66c6_thumbnail","HK$4,280",/u/omakase_pc/,"性價極高電競砌機 Ryzen 5 3600, rx 5700 xt 打機上網 Gaming not 2060 2070 2080 1070 1080",https://www.carousell.com.hk/p/%E6%80%A7%E5%83%B9%E6%A5%B5%E9%AB%98%E9%9B%BB%E7%AB%B6%E7%A0%8C%E6%A9%9F-ryzen-5-3600-rx-5700-xt-%E6%89%93%E6%A9%9F%E4%B8%8A%E7%B6%B2-gaming-not-2060-2070-2080-1070-1080-1186839235/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=74
,Like new # Like new: Used lightly only once or twice. As good as new.,"Bumped,4 months ago,37x29x27cm
朗屏西鐵交收",MTR Long Ping Station (港鐵朗屏站),"Like new,Meetup,MTR Long Ping Station (港鐵朗屏站)","https://media.karousell.com/media/photos/products/2023/3/11/_atx_matx__1678508781_898e603b.jpg,https://media.karousell.com/media/photos/products/2023/3/11/_atx_matx__1678508781_898e603b_progressive.jpg,https://media.karousell.com/media/photos/products/2023/3/11/_atx_matx__1678508781_95ab3526_progressive.jpg,https://media.karousell.com/media/photos/products/2023/3/11/_atx_matx__1678508781_fb233824_progressive.jpg,https://media.karousell.com/media/photos/products/2023/3/11/_atx_matx__1678508781_c6fff275_progressive.jpg,https://media.karousell.com/media/photos/products/2023/3/11/_atx_matx__1678508781_b679f388_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/29/seagate_hard_disk__25_500gb_1t_1693301657_9990f29d_thumbnail.jpg,https://media.karousell.com/media/photos/products/2023/8/20/nestle__oral_impact_powder_____1692522192_7f5a58a7_thumbnail,https://media.karousell.com/media/photos/products/2023/6/17/_________1686975310_6d1d55ed_thumbnail.jpg",HK$180,/u/ccccccyp/,電腦 PC DIY 機箱 ATX MATX  開放式 開放式機箱 支架,https://www.carousell.com.hk/p/%E9%9B%BB%E8%85%A6-pc-diy-%E6%A9%9F%E7%AE%B1-atx-matx-%E9%96%8B%E6%94%BE%E5%BC%8F-%E9%96%8B%E6%94%BE%E5%BC%8F%E6%A9%9F%E7%AE%B1-%E6%94%AF%E6%9E%B6-1219962043/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=73
,Lightly used # 7,"Posted,4 weeks ago,Brand,Apple,[Mac
Processor
2.7 GHz Intel Core 15
Memory
8 GB 1600 MHZ DORS
Graphics Intel Iris Pro 1536 MB

macOS Mojave
Version 10.14.6

Built-in Display
21.5-inch (1920 k 10801
Intel iris Pro 1536 MB graphics

1 TB storage

Your Mac contains 2 memory slots, each of which accepts a 1600 MHz DORS mory module
8 GB Installed",Goldwin Heights (高雲臺),"Lightly used,Mailing · Meetup,Goldwin Heights (高雲臺)","https://media.karousell.com/media/photos/products/2023/8/23/imac_215_inch_display_1_tb_sto_1692756413_7f13d138.jpg,https://media.karousell.com/media/photos/products/2023/8/23/imac_215_inch_display_1_tb_sto_1692756413_7f13d138_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/23/imac_215_inch_display_1_tb_sto_1692756413_8290411e_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/23/imac_215_inch_display_1_tb_sto_1692756413_defa5cd4_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/23/imac_215_inch_display_1_tb_sto_1692756413_843b58e0_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/23/imac_215_inch_display_1_tb_sto_1692756413_ce7b989c_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/23/imac_215_inch_display_1_tb_sto_1692756413_21c1740c_progressive.jpg,https://media.karousell.com/media/photos/products/2023/8/23/imac_215_inch_display_1_tb_sto_1692756413_4006204a_progressive.jpg,https://media.karousell.com/media/photos/products/2023/1/10/xiaomi_mi_smart_automated_robo_1673329100_9680dd14_thumbnail.jpg","HK$1,500",/u/2g7qut5v5g/,iMac 21.5 inch display 1 TB storage 8 Gb memory 2.7 GHz,https://www.carousell.com.hk/p/imac-21-5-inch-display-1-tb-storage-8-gb-memory-2-7-ghz-1250580029/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=72
,"Heavily used # Heavily used: Used, with obvious signs of use or defects.","Bumped,13 hours ago",Wonderland Palace Restaurant (多彩皇宮),"Heavily used,Meetup,Wonderland Palace Restaurant (多彩皇宮)","https://media.karousell.com/media/photos/products/2023/7/21/atx_1689912254_ea23b6eb.jpg,https://media.karousell.com/media/photos/products/2023/7/21/atx_1689912254_ea23b6eb_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/21/atx_1689912254_3fd891b9_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/21/atx_1689912254_5962633e_progressive.jpg",HK$85,/u/kikhong/,電腦機箱ATX,https://www.carousell.com.hk/p/%E9%9B%BB%E8%85%A6%E6%A9%9F%E7%AE%B1atx-1244306176/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=71
,Well used # Well used: Used but handled with care. Might have some minor flaws or defects.,"Posted,1 year ago,Brand,Corsair,Ram (GB),16GB,ddr3 RAM Corsair vengeance 16GB (2x 8GB) 1866MHz 兩排套件",MTR Tseung Kwan O Station (港鐵將軍澳站),"Well used,Meetup,MTR Tseung Kwan O Station (港鐵將軍澳站)","https://media.karousell.com/media/photos/products/2022/4/9/ddr3_ram_corsair_16gb_2x_8gb_1_1649481261_f6a5c19c.jpg,https://media.karousell.com/media/photos/products/2022/4/9/ddr3_ram_corsair_16gb_2x_8gb_1_1649481261_f6a5c19c_progressive.jpg,https://media.karousell.com/media/photos/products/2022/4/9/ddr3_ram_corsair_16gb_2x_8gb_1_1649481261_f6a5c19c_progressive.jpg,https://media.karousell.com/media/photos/products/2022/4/25/epson_photo_1390_a3_printer_1650930727_2aa415b7_thumbnail.jpg",HK$390,/u/hkidb/,ddr3 RAM Corsair 16GB (2x 8GB) 1866MHz vengeance,https://www.carousell.com.hk/p/ddr3-ram-corsair-16gb-2x-8gb-1866mhz-vengeance-1153986925/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=88
,Like new # Like new: Used lightly only once or twice. As good as new.,"Bumped,12 hours ago,Brand,Apple,Apple iMac 
M1晶片
8核心 Gpu &Cpu
可議小價",MTR HKU Station (港鐵香港大學站),"Like new,Meetup,MTR HKU Station (港鐵香港大學站)","https://media.karousell.com/media/photos/products/2023/7/21/imac_24__256gb_1689924782_6d0595f3.jpg,https://media.karousell.com/media/photos/products/2023/7/21/imac_24__256gb_1689924782_6d0595f3_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/21/imac_24__256gb_1689924782_fe2dbbb9_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/21/imac_24__256gb_1689924782_450b7cd1_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/21/imac_24__256gb_1689924782_37f91cf8_progressive.jpg,https://media.karousell.com/media/photos/products/2023/7/21/imac_24__256gb_1689924782_15c6d503_progressive.jpg","HK$6,800",/u/never207/,iMac 24吋 黃色 256GB,https://www.carousell.com.hk/p/imac-24%E5%90%8B-%E9%BB%83%E8%89%B2-256gb-1244342400/?t-id=1ypRnz1jqu_1695265233292&t-referrer_browse_type=categories&t-referrer_category_id=5308&t-referrer_page_type=category_browse&t-referrer_request_id=nzxpexSRXhfez6f5&t-referrer_sort_by=popular&t-tap_index=67
